Age,Income,Credit_Score,Loan_Amount,Loan_Term,Employment_Status,Existing_EMI,Num_Credit_Cards,Late_Payments,Collateral_Available,Loan_Purpose,DTI_Ratio,Approved
34,53933,343,290853,12,Salaried,37167,3,0,Yes,Education,0.689132812934567,0
32,44951,760,828883,12,Salaried,5037,2,1,No,Auto,0.11205534915797201,0
43,52413,577,226743,24,Self-employed,28633,6,1,Yes,Education,0.5462957663175166,0
35,185873,720,140306,12,Salaried,24495,7,1,No,Education,0.13178352961430653,0
48,183985,652,799468,36,Self-employed,15848,1,2,No,Auto,0.08613745685789602,0
54,132573,814,943416,36,Self-employed,36483,3,0,Yes,Personal,0.2751917811319047,1
22,191672,318,576492,24,Salaried,47645,2,4,No,Education,0.24857569180683667,0
52,186472,322,142769,12,Self-employed,7837,1,4,No,Education,0.042027757518555066,0
43,155566,712,137265,36,Salaried,34069,5,1,Yes,Education,0.21900029569443194,0
42,142744,329,867563,12,Salaried,7370,3,0,No,Home,0.05163089166619963,0
45,109431,407,102428,12,Self-employed,6411,5,0,Yes,Education,0.058584861693669985,0
42,63001,666,608158,12,Self-employed,39133,1,0,Yes,Auto,0.6211488706528467,0
42,87364,580,677835,24,Salaried,30499,3,3,Yes,Personal,0.34910260519207,0
26,144988,427,810278,12,Salaried,30225,5,3,Yes,Personal,0.20846552818164263,0
35,65028,528,99067,36,Self-employed,48217,4,1,No,Auto,0.7414805929753338,0
57,188645,410,812371,12,Self-employed,692,2,0,No,Home,0.0036682657902409287,0
53,151878,435,162217,36,Self-employed,28926,7,0,No,Auto,0.19045549717536445,0
28,144343,661,989111,12,Self-employed,34246,6,4,Yes,Personal,0.23725431784014467,0
25,148301,485,468184,36,Salaried,39164,2,4,No,Auto,0.2640845307853622,0
59,146295,428,673222,36,Self-employed,8448,5,1,No,Home,0.05774633446119143,0
24,180829,560,192980,12,Salaried,43390,3,0,No,Personal,0.23995045042554014,0
26,54636,814,993927,12,Salaried,49593,4,1,No,Home,0.9076982209532176,0
52,199352,748,552367,36,Self-employed,10073,4,4,Yes,Auto,0.05052871303021791,0
50,44262,403,386851,60,Salaried,35414,6,4,Yes,Education,0.8000994080701279,0
55,100435,782,259329,24,Self-employed,5209,4,3,No,Auto,0.05186438990391796,0
36,148583,523,307354,60,Salaried,6533,2,1,Yes,Home,0.04396869090003567,0
33,189269,790,573406,60,Self-employed,21061,9,1,No,Auto,0.11127548621274483,0
50,61844,772,111215,12,Salaried,7211,4,0,No,Education,0.11659983183493952,1
39,84754,309,761195,24,Salaried,9927,6,0,No,Home,0.11712721523467919,0
37,185229,704,361573,60,Self-employed,11927,4,3,Yes,Auto,0.06439056519227551,0
39,97129,601,918584,12,Self-employed,24594,4,2,No,Home,0.25320964902346366,0
48,60042,530,682336,60,Salaried,9316,8,2,Yes,Home,0.15515805602744745,0
46,81665,365,219530,60,Salaried,12177,2,2,Yes,Personal,0.14910916549317332,0
57,136953,411,227241,12,Self-employed,10846,5,1,No,Personal,0.07919505231721831,0
46,178448,312,188731,12,Salaried,7933,0,1,Yes,Home,0.04445552766071909,0
43,165271,692,503830,12,Self-employed,38244,9,4,Yes,Auto,0.2314017583242069,0
29,138533,799,814265,24,Salaried,46621,4,1,No,Auto,0.3365335335263078,0
32,93781,533,389384,60,Self-employed,40696,7,1,Yes,Auto,0.43394717480086586,0
21,86262,613,476009,12,Salaried,2080,4,1,Yes,Education,0.024112587234239875,0
21,66600,311,163688,36,Self-employed,6089,8,3,No,Home,0.09142642642642643,0
54,96898,508,358617,60,Self-employed,26123,5,1,No,Home,0.2695927676525831,0
52,169369,313,933194,36,Salaried,7797,7,0,Yes,Education,0.046035579120145956,0
45,50448,717,794748,24,Self-employed,8346,9,0,No,Home,0.16543767840152235,1
21,46172,736,540834,12,Salaried,19878,7,4,No,Home,0.43052066187299665,0
36,193946,676,943388,36,Self-employed,33672,2,3,Yes,Education,0.17361533622760975,0
59,27657,319,430596,24,Self-employed,17653,6,0,Yes,Personal,0.6382832555953285,0
25,176497,369,761111,12,Self-employed,49556,6,3,No,Home,0.28077531062850924,0
42,177757,510,962743,36,Salaried,42742,9,3,Yes,Education,0.2404518528102972,0
49,132855,400,784275,36,Self-employed,26140,5,4,No,Auto,0.19675586165368258,0
23,175650,431,319150,24,Salaried,1184,6,3,No,Personal,0.006740677483632223,0
32,179903,680,299243,12,Self-employed,34493,1,1,Yes,Auto,0.1917310995369727,0
46,27906,431,648506,12,Salaried,44148,8,3,Yes,Home,1.582025370887981,0
36,81413,319,246416,36,Salaried,24846,9,4,No,Personal,0.3051846756660484,0
57,74028,835,606718,36,Salaried,45825,9,4,No,Education,0.6190225320149133,0
42,27287,526,73091,36,Self-employed,22195,0,4,No,Home,0.8133909920474951,0
49,53660,453,831413,12,Salaried,5606,0,0,No,Education,0.10447260529258293,0
34,80504,768,598277,24,Self-employed,3956,2,1,Yes,Personal,0.049140415383086555,0
48,122979,704,125451,24,Salaried,16555,2,0,No,Auto,0.13461647923629239,1
25,54701,501,68990,12,Salaried,24849,0,2,Yes,Home,0.45426957459644246,0
50,103300,337,402414,60,Salaried,18690,6,1,Yes,Home,0.1809293320425944,0
25,168746,487,916792,24,Salaried,48849,3,3,No,Education,0.2894824173610041,0
32,103560,356,300541,36,Self-employed,26347,9,4,Yes,Personal,0.25441290073387407,0
36,174946,319,872513,60,Salaried,33189,1,2,Yes,Education,0.1897099676471597,0
46,63642,572,716393,60,Salaried,38308,9,1,No,Personal,0.6019295433833003,0
46,85160,418,420416,24,Self-employed,25785,4,0,Yes,Home,0.3027829967120714,0
41,37602,815,852673,60,Salaried,49056,5,4,Yes,Personal,1.3046114568374023,0
59,123320,520,174932,60,Salaried,32698,8,0,No,Home,0.265147583522543,0
56,108801,825,318083,24,Salaried,15966,3,1,No,Personal,0.14674497477045248,0
53,45931,814,163000,24,Salaried,31097,1,1,No,Auto,0.6770372950730443,0
50,114377,635,752922,60,Self-employed,15882,4,2,No,Personal,0.1388565883000953,0
57,49192,354,609351,36,Self-employed,4675,2,3,No,Auto,0.09503577817531306,0
43,66542,799,543216,12,Salaried,41850,1,0,No,Personal,0.6289260917916504,0
30,147015,835,782081,60,Self-employed,13009,0,2,No,Personal,0.0884875692956501,0
25,62520,461,732405,60,Self-employed,27843,9,4,Yes,Education,0.4453454894433781,0
56,84772,458,559850,36,Salaried,29793,1,3,Yes,Education,0.3514485915160666,0
54,70106,487,487985,60,Self-employed,39516,5,2,No,Home,0.5636607423045104,0
51,101121,359,883550,60,Salaried,38871,7,0,Yes,Education,0.3844008662889014,0
30,45559,618,134703,12,Self-employed,17857,2,1,Yes,Personal,0.3919532913365087,0
39,125595,510,545164,12,Self-employed,19627,8,4,No,Education,0.1562721445917433,0
52,53742,705,464841,12,Self-employed,18565,8,0,Yes,Personal,0.34544676416955084,1
21,89669,408,810084,24,Salaried,26025,1,3,No,Auto,0.29023408312794835,0
25,172826,375,702845,24,Self-employed,27832,7,3,Yes,Personal,0.1610405841713631,0
24,155044,841,339220,12,Salaried,44116,9,1,No,Home,0.28453858259590825,0
36,90831,613,303317,12,Salaried,9782,4,1,Yes,Auto,0.10769450958373243,0
44,132217,416,245877,24,Self-employed,38650,3,4,Yes,Home,0.29232246987906246,0
36,61873,318,881037,36,Salaried,22366,9,4,Yes,Home,0.3614823913500234,0
22,126532,731,396709,60,Self-employed,28557,4,1,No,Home,0.22568994404577497,0
48,146267,649,531725,60,Salaried,5798,3,1,Yes,Education,0.03963983673692631,0
52,160975,482,875553,12,Salaried,9627,7,3,Yes,Home,0.05980431744059637,0
47,154092,412,867865,36,Self-employed,41183,3,1,No,Auto,0.26726241466137113,0
40,61755,482,617597,24,Self-employed,12466,9,2,No,Personal,0.20186219739292366,0
44,105956,780,903900,12,Self-employed,42614,5,0,Yes,Home,0.4021858129789724,0
32,106988,445,487470,36,Self-employed,12720,1,1,Yes,Auto,0.11889183833700975,0
55,65648,412,903725,36,Salaried,41913,4,4,Yes,Home,0.6384505240068242,0
53,145991,775,408402,36,Salaried,37292,5,2,Yes,Personal,0.2554404038605119,0
53,160588,602,874837,24,Salaried,6559,4,4,No,Auto,0.040843649587764964,0
57,135005,417,617815,24,Self-employed,40388,1,2,Yes,Auto,0.29915929039665196,0
32,22396,460,913659,60,Salaried,19158,6,1,Yes,Personal,0.8554206108233613,0
23,104082,700,967996,60,Self-employed,30916,3,0,No,Auto,0.29703503007244286,1
21,170201,497,798778,36,Salaried,22057,7,4,Yes,Personal,0.12959383317371814,0
53,148322,559,189883,36,Self-employed,35892,6,2,Yes,Auto,0.24198702822238102,0
30,152663,346,667632,24,Salaried,41439,6,3,Yes,Auto,0.2714410171423331,0
49,31303,698,205344,60,Salaried,11706,8,1,No,Personal,0.3739577676261061,0
33,181633,377,515226,36,Self-employed,12070,0,0,No,Personal,0.06645268205667472,0
32,91719,423,797852,60,Salaried,40902,9,1,Yes,Auto,0.4459490400026167,0
51,119616,374,621441,60,Self-employed,924,5,3,Yes,Auto,0.007724719101123595,0
22,144165,436,158042,36,Salaried,26478,5,0,No,Personal,0.18366455103527207,0
55,106231,699,104110,24,Salaried,5506,5,3,Yes,Education,0.05183044497368941,0
43,27314,804,195051,36,Self-employed,46418,5,1,Yes,Personal,1.6994215420663397,0
37,39623,799,815419,36,Self-employed,35163,9,2,No,Auto,0.8874391136461146,0
46,125228,437,813461,60,Salaried,24604,6,1,No,Auto,0.1964736320950586,0
28,184202,349,78328,36,Salaried,15310,9,1,No,Auto,0.08311527562132875,0
49,117624,553,687199,24,Salaried,8226,5,1,Yes,Personal,0.06993470720261172,0
46,177364,725,325011,36,Salaried,11781,0,4,Yes,Auto,0.06642272388985364,0
30,131785,846,109234,24,Salaried,5515,2,3,Yes,Education,0.04184846530333498,0
46,106206,601,862283,24,Salaried,36133,1,3,Yes,Home,0.3402161836431087,0
54,89274,648,867711,60,Self-employed,16972,5,3,No,Education,0.19011134260815019,0
27,153541,348,822791,12,Self-employed,32092,7,4,Yes,Personal,0.2090125764453794,0
24,73947,373,277135,12,Self-employed,11410,2,2,Yes,Auto,0.15429970113730104,0
31,173606,560,647690,60,Salaried,19522,9,1,No,Personal,0.11245003052889876,0
49,68874,655,851881,36,Salaried,9095,7,2,No,Home,0.13205273397798878,0
56,69708,559,388365,60,Salaried,23047,7,4,Yes,Personal,0.33062202329718254,0
45,94553,594,925512,24,Self-employed,20470,4,3,No,Auto,0.21649233763074677,0
41,88344,612,579739,12,Self-employed,43129,7,1,No,Home,0.4881938784750521,0
56,69138,481,137178,60,Salaried,8531,5,0,Yes,Home,0.12339089936069889,0
30,67638,663,900193,36,Salaried,37038,4,0,Yes,Auto,0.5475915905260357,0
57,98249,487,286562,60,Self-employed,22403,8,2,Yes,Auto,0.22802267707559365,0
29,125865,842,351014,12,Self-employed,42674,6,3,Yes,Auto,0.33904580304294285,0
44,22719,847,408710,60,Self-employed,29122,7,0,No,Personal,1.2818345877899555,0
55,173962,707,435893,60,Salaried,16940,0,2,No,Education,0.09737758820891919,0
55,187581,713,173765,12,Salaried,29831,1,4,Yes,Personal,0.159029965721475,0
56,62534,641,437025,24,Salaried,11279,7,2,Yes,Personal,0.18036588096075734,0
38,112241,519,998377,24,Self-employed,38220,8,2,No,Education,0.3405172797818979,0
59,169859,462,178389,12,Self-employed,6477,3,2,Yes,Auto,0.038131626819891795,0
52,146209,519,763987,60,Salaried,17400,9,1,Yes,Auto,0.11900772182287,0
44,199917,569,247227,12,Salaried,6470,9,2,Yes,Education,0.032363430823791874,0
43,112124,699,542402,24,Self-employed,2062,8,2,Yes,Education,0.01839035353715529,0
52,111659,481,861804,36,Salaried,41798,3,1,No,Personal,0.37433614845198326,0
57,184134,504,840074,60,Self-employed,19880,9,1,Yes,Home,0.10796485168409962,0
32,95713,527,310220,24,Self-employed,34581,9,4,No,Education,0.3612988831193255,0
33,95418,549,471217,60,Salaried,44439,9,3,Yes,Personal,0.46572973652769917,0
43,148232,740,346208,12,Self-employed,14308,8,0,Yes,Home,0.09652436720816018,1
45,185904,832,800186,36,Salaried,26027,6,0,No,Auto,0.14000236681297873,1
55,183038,495,850554,12,Self-employed,30720,1,2,Yes,Auto,0.1678340016827107,0
50,164059,818,992324,36,Self-employed,35081,8,4,No,Personal,0.2138316093600473,0
37,188383,369,118431,60,Salaried,9706,3,2,Yes,Personal,0.05152269578465148,0
40,51575,698,105745,60,Self-employed,9837,7,0,Yes,Education,0.19073194377120697,1
45,83852,502,100081,12,Salaried,38599,6,1,Yes,Auto,0.4603229499594524,0
42,152079,447,976215,36,Salaried,36824,6,3,Yes,Personal,0.24213731021377047,0
33,96242,771,266204,36,Self-employed,33073,7,4,Yes,Auto,0.3436441470459882,0
39,198589,498,986297,60,Salaried,47115,0,1,No,Auto,0.2372487902149666,0
56,49257,725,451415,12,Salaried,32088,4,3,No,Education,0.6514404044095256,0
32,193279,791,650541,36,Salaried,28112,1,4,Yes,Home,0.1454477723912065,0
39,164353,441,348335,60,Salaried,26299,1,4,Yes,Education,0.1600153328506325,0
32,81246,612,846643,24,Salaried,34457,0,0,No,Personal,0.4241070329616227,0
29,21435,464,161086,12,Salaried,30063,4,1,No,Education,1.402519244226732,0
27,111357,613,506285,24,Self-employed,3917,1,4,Yes,Education,0.03517515737672531,0
48,177732,320,464758,12,Salaried,2936,3,4,Yes,Auto,0.016519253707829765,0
34,156156,381,474528,60,Self-employed,36630,2,3,No,Education,0.2345731191885038,0
51,164579,430,488458,36,Self-employed,14506,2,0,Yes,Personal,0.08814004216819886,0
39,103807,604,938403,36,Salaried,28805,1,2,No,Home,0.2774861040199601,0
36,196611,670,668071,36,Self-employed,14318,5,0,Yes,Education,0.07282400272619538,1
25,135953,683,699969,12,Self-employed,48068,1,2,No,Education,0.35356336380955183,0
55,158563,744,662181,60,Salaried,26026,7,1,No,Home,0.16413665230854613,0
32,143797,724,549797,24,Salaried,27672,7,1,Yes,Personal,0.19243795072219866,0
45,83888,460,208763,60,Salaried,38417,4,4,No,Personal,0.4579558458897578,0
41,93609,477,652248,24,Self-employed,27281,9,1,Yes,Education,0.2914356525547757,0
56,29077,789,920820,12,Self-employed,48442,6,4,Yes,Auto,1.6659903016129587,0
43,40953,626,72601,12,Salaried,28091,3,0,Yes,Education,0.6859326545063854,0
36,134682,588,461236,24,Salaried,38328,0,1,Yes,Home,0.2845814585467991,0
59,87889,653,189227,24,Self-employed,48219,1,0,No,Home,0.5486352103221108,0
59,174893,327,774479,24,Self-employed,18610,9,0,Yes,Home,0.10640791798413887,0
34,188639,342,742137,60,Self-employed,1079,9,1,Yes,Education,0.005719920058948573,0
51,135374,722,331854,24,Self-employed,29850,3,0,Yes,Education,0.2205002437691137,1
25,44860,476,420858,12,Salaried,46751,0,1,Yes,Personal,1.0421533660276416,0
55,172267,828,729892,12,Self-employed,20590,7,1,No,Auto,0.11952376253141925,0
43,97475,793,703015,36,Self-employed,30951,8,1,Yes,Education,0.3175275711720954,0
49,107266,497,986105,24,Self-employed,15327,3,2,No,Personal,0.14288777431805044,0
31,172499,816,637515,60,Self-employed,12755,9,0,No,Education,0.07394245763743558,1
38,120732,813,710327,60,Salaried,7235,2,3,No,Personal,0.059926117350826626,0
32,47083,321,658577,60,Salaried,17197,1,1,Yes,Personal,0.3652486035299365,0
29,77372,411,201094,36,Self-employed,21473,4,0,Yes,Auto,0.2775293387788864,0
30,143786,356,486679,12,Self-employed,2031,2,4,Yes,Education,0.014125158221245462,0
37,195136,365,780031,60,Salaried,41282,9,1,Yes,Personal,0.21155501803870122,0
58,27813,397,842154,12,Salaried,41863,6,1,No,Home,1.5051594578075,0
27,51598,443,732773,36,Self-employed,14287,5,3,No,Home,0.2768905771541533,0
33,113106,734,917482,24,Self-employed,38679,0,2,Yes,Home,0.34197124820964403,0
29,47082,385,552648,24,Salaried,44463,7,2,Yes,Auto,0.9443736459793551,0
47,49241,643,808108,24,Salaried,32230,1,1,Yes,Personal,0.6545358542677849,0
22,195641,593,811282,60,Salaried,19037,4,0,Yes,Auto,0.0973057794634049,0
25,31745,542,529083,24,Salaried,27052,8,4,Yes,Education,0.8521656953851,0
49,46029,331,395740,60,Salaried,3340,7,4,Yes,Education,0.07256294944491516,0
57,164097,690,903164,36,Salaried,40644,1,0,Yes,Personal,0.24768277299402183,1
58,143395,576,455513,36,Self-employed,48664,8,1,No,Home,0.33937027092994876,0
39,165360,831,118323,60,Salaried,45203,4,4,No,Personal,0.27336115142718914,0
28,109186,453,335960,12,Salaried,1141,9,2,No,Personal,0.010450057699705091,0
21,157612,682,614983,24,Salaried,25425,5,0,No,Personal,0.16131385935081086,1
42,117768,367,462918,24,Salaried,19281,2,3,Yes,Auto,0.16372019563888324,0
37,61846,513,468458,24,Self-employed,42049,2,1,Yes,Education,0.6798984574588494,0
27,95932,675,105841,60,Self-employed,20425,9,0,Yes,Personal,0.2129112287870575,1
45,168554,512,440642,36,Salaried,34806,7,4,Yes,Personal,0.2064976209404701,0
24,43411,378,248784,24,Self-employed,32113,9,1,Yes,Personal,0.7397433830135219,0
56,98797,680,157096,36,Self-employed,4270,9,2,No,Auto,0.04321993582801097,0
26,72307,357,142764,24,Self-employed,42814,1,1,Yes,Auto,0.5921141798166153,0
51,154165,325,496790,24,Self-employed,4683,1,1,No,Auto,0.030376544611293094,0
39,42042,746,660032,60,Self-employed,49646,4,2,Yes,Personal,1.1808667522953238,0
59,72930,365,864914,12,Self-employed,39884,5,2,No,Home,0.5468805704099822,0
47,195485,553,583459,60,Salaried,29809,1,1,Yes,Home,0.1524874031255595,0
30,117883,343,675043,24,Salaried,34552,4,2,No,Home,0.2931041795678766,0
46,53756,396,542148,24,Salaried,3786,6,0,Yes,Education,0.07042934742168316,0
39,73268,526,682413,12,Salaried,21650,9,2,Yes,Personal,0.2954905279248785,0
59,190286,735,967154,36,Salaried,28706,9,2,Yes,Home,0.15085713084514887,0
23,179674,678,418226,36,Self-employed,9190,7,1,Yes,Home,0.05114819061188597,0
33,68901,477,53696,24,Salaried,38196,6,0,No,Home,0.554360604345365,0
48,119986,726,176310,36,Salaried,39449,7,3,Yes,Personal,0.32878002433617254,0
40,183268,606,987562,24,Self-employed,39661,8,3,No,Home,0.21640984787306022,0
48,148386,803,725673,12,Self-employed,29709,4,4,Yes,Home,0.20021430593182646,0
28,25626,567,855581,12,Salaried,45429,4,2,No,Personal,1.772769843128073,0
59,158496,307,966496,24,Self-employed,14892,9,2,Yes,Education,0.09395820714718353,0
21,32857,807,889953,12,Self-employed,9643,3,0,Yes,Auto,0.2934838847125422,1
23,171054,775,95740,60,Self-employed,9943,8,3,No,Home,0.05812784266956634,0
33,153052,596,156611,60,Self-employed,43240,4,4,Yes,Auto,0.282518359773149,0
48,199362,463,448172,12,Salaried,45760,1,0,Yes,Education,0.22953220774269922,0
45,46431,784,518947,24,Self-employed,21042,9,2,No,Education,0.4531886024423338,0
53,104976,371,525828,24,Salaried,43894,7,3,Yes,Home,0.41813366864807194,0
58,102711,537,823210,12,Salaried,6869,6,4,No,Personal,0.06687696546621102,0
26,46385,403,378785,36,Self-employed,40437,7,1,Yes,Education,0.8717688908052172,0
52,189230,509,638099,60,Self-employed,44306,2,3,No,Auto,0.23413835015589493,0
41,174091,767,495376,36,Self-employed,42833,3,4,No,Auto,0.24603799162506965,0
36,38639,753,756673,24,Salaried,20918,4,0,No,Auto,0.5413701182742825,0
41,105530,567,637520,24,Self-employed,28379,5,1,No,Auto,0.26891879086515685,0
31,41563,685,851849,36,Self-employed,42939,0,4,Yes,Education,1.0331063686451891,0
57,190413,686,730089,12,Self-employed,25274,3,4,Yes,Home,0.13273253401816051,0
56,135672,558,162492,36,Self-employed,17696,9,2,No,Home,0.13043221888083023,0
55,156848,582,80099,36,Self-employed,2962,4,3,Yes,Auto,0.018884525145363665,0
39,187516,339,803494,60,Salaried,13851,6,2,Yes,Home,0.07386569679387359,0
40,159783,785,473177,60,Self-employed,45747,4,1,Yes,Auto,0.2863070539419087,0
38,102970,519,980106,36,Self-employed,5296,0,4,No,Auto,0.051432456055161696,0
34,105553,428,692762,36,Self-employed,14745,6,2,Yes,Personal,0.1396928557217701,0
35,181779,819,321400,24,Salaried,5730,7,3,Yes,Education,0.031521792946379946,0
51,190182,559,529336,60,Self-employed,13921,6,1,No,Education,0.07319830478173539,0
21,102879,665,817876,60,Salaried,32894,3,0,Yes,Auto,0.3197348341255261,1
23,189899,843,608969,24,Salaried,5602,7,2,No,Education,0.029499892047878083,0
36,156727,823,141328,12,Self-employed,17575,4,1,No,Home,0.1121376661328297,0
43,64859,315,792800,60,Self-employed,19023,9,0,No,Auto,0.29329776900661436,0
31,72098,428,355505,60,Self-employed,45349,8,2,Yes,Personal,0.6289910954534106,0
32,166323,408,507719,12,Salaried,15997,9,1,Yes,Home,0.09618032382773278,0
30,142413,832,84540,60,Salaried,17750,4,1,No,Personal,0.12463749798122363,0
52,20526,568,207608,60,Salaried,41979,0,2,No,Personal,2.045162233265127,0
36,88760,461,134700,12,Salaried,22837,8,1,No,Education,0.25728931951329426,0
28,67837,559,390676,12,Salaried,14997,4,4,No,Education,0.22107404513760928,0
58,31536,401,761935,36,Salaried,39439,5,2,No,Auto,1.2506024860476914,0
32,48541,805,439770,24,Self-employed,23067,3,1,No,Education,0.47520652644156486,0
44,99083,546,446087,24,Self-employed,45039,5,0,Yes,Personal,0.45455829960739985,0
48,54531,836,96002,12,Salaried,20923,7,0,No,Personal,0.3836900111862977,1
28,28712,430,99812,12,Self-employed,8876,2,4,No,Home,0.30913903594315967,0
48,124101,652,465842,60,Self-employed,2887,4,2,No,Personal,0.02326330972353164,0
56,85455,495,765339,36,Salaried,42422,1,1,Yes,Auto,0.4964250190158563,0
46,94744,681,307906,36,Salaried,36854,1,1,Yes,Auto,0.3889850544625517,0
28,149749,526,158946,12,Self-employed,36948,6,0,Yes,Education,0.2467328663296583,0
48,25109,775,116668,60,Salaried,2841,9,4,Yes,Education,0.11314668047313713,0
48,69268,776,149003,60,Salaried,28756,9,0,No,Education,0.41514119073742567,0
57,74615,564,785430,24,Self-employed,6040,9,0,Yes,Auto,0.0809488708704684,0
56,102503,671,270462,24,Salaried,10304,5,4,No,Personal,0.10052388710574324,0
47,180831,785,879430,60,Self-employed,30341,3,2,No,Education,0.1677864967842903,0
37,105708,733,769174,24,Self-employed,4758,4,1,No,Home,0.045010784425019865,0
29,122471,510,678889,12,Self-employed,17010,0,2,No,Education,0.1388900229442072,0
53,177661,676,319956,60,Self-employed,31658,6,3,No,Auto,0.17819330072441336,0
40,181087,694,111844,24,Self-employed,49002,7,3,No,Education,0.2705992147420853,0
33,180081,749,775453,36,Salaried,37782,8,3,Yes,Personal,0.20980558748563147,0
48,103309,663,445395,60,Salaried,1375,7,4,Yes,Education,0.013309585805689727,0
49,146446,756,749158,60,Salaried,33949,4,0,Yes,Auto,0.2318192371249471,1
33,126661,525,124601,36,Salaried,22092,2,2,Yes,Auto,0.174418329241045,0
55,177215,430,975779,12,Self-employed,490,9,1,Yes,Home,0.0027650029625031743,0
26,26154,775,360001,36,Self-employed,3729,8,3,No,Auto,0.14257857306721725,0
38,172876,576,437699,60,Salaried,5974,5,2,Yes,Home,0.03455656077188274,0
25,192760,455,544700,12,Self-employed,19680,4,3,Yes,Personal,0.10209587051255448,0
45,84288,517,332844,24,Salaried,18324,2,3,Yes,Auto,0.2173974943052392,0
22,71195,489,832215,24,Salaried,31334,5,1,No,Education,0.44011517662757216,0
30,40581,716,482680,24,Salaried,21398,2,4,No,Personal,0.5272910968187082,0
50,50087,845,223423,60,Self-employed,34650,9,0,No,Education,0.6917962744824007,0
25,184053,340,143330,36,Self-employed,21292,5,4,Yes,Education,0.11568406926265803,0
53,89298,606,275391,12,Self-employed,35755,3,2,Yes,Education,0.4004009048354946,0
21,66167,637,263606,24,Self-employed,38353,1,4,Yes,Personal,0.5796393972826334,0
38,194480,613,457085,12,Salaried,3159,7,2,Yes,Personal,0.01624331550802139,0
52,59499,374,241387,60,Self-employed,32626,3,2,Yes,Auto,0.5483453503420226,0
31,145816,578,291133,24,Self-employed,29351,8,0,No,Education,0.2012879245075986,0
41,189631,475,536904,60,Self-employed,37298,6,1,Yes,Home,0.1966872505022913,0
46,116347,572,464170,36,Salaried,17065,1,0,No,Auto,0.14667331345028234,0
45,68787,588,736915,60,Salaried,21638,3,4,Yes,Personal,0.31456525215520376,0
42,55488,571,375497,60,Self-employed,1073,4,2,No,Home,0.019337514417531718,0
47,94441,365,525406,36,Self-employed,46511,2,3,No,Personal,0.49248737306890017,0
33,42431,782,488242,12,Self-employed,18771,8,3,No,Home,0.4423888194951804,0
53,81681,547,412916,36,Self-employed,35461,4,2,No,Auto,0.43414013050770683,0
54,142720,455,228048,36,Salaried,42330,1,0,Yes,Home,0.296594730941704,0
55,69153,346,403646,60,Self-employed,29320,2,1,Yes,Auto,0.4239873902795251,0
21,26368,753,426087,12,Self-employed,4340,8,0,Yes,Personal,0.16459344660194175,1
41,178496,500,421994,24,Self-employed,34924,6,2,No,Home,0.1956570455360344,0
26,132360,423,619383,36,Salaried,16184,1,2,Yes,Education,0.1222725899063161,0
48,196076,300,195342,12,Salaried,40734,8,1,Yes,Education,0.20774597605010303,0
37,132755,490,736268,36,Self-employed,2580,3,4,Yes,Personal,0.01943429626002787,0
25,76985,815,851955,36,Self-employed,40025,8,4,Yes,Home,0.5199064752873936,0
51,70069,741,112433,36,Self-employed,28967,1,1,No,Education,0.41340678474075554,0
25,72326,442,594279,36,Self-employed,2159,9,4,No,Auto,0.02985095263114233,0
58,128737,490,322919,60,Self-employed,48940,3,3,Yes,Home,0.38015488942572845,0
23,174470,832,521017,12,Salaried,13900,4,4,Yes,Home,0.07966985728205422,0
43,70861,526,397139,12,Salaried,11440,1,4,Yes,Education,0.16144282468494658,0
57,95897,612,197745,12,Salaried,14678,9,4,No,Auto,0.1530600540162883,0
57,147118,601,697096,36,Self-employed,47204,0,3,No,Auto,0.32085808670590954,0
30,88577,759,732416,60,Salaried,12021,6,4,No,Auto,0.13571243099224403,0
30,29078,700,187686,36,Salaried,6772,9,3,Yes,Home,0.23289084531260748,0
39,176075,692,57415,36,Salaried,1627,0,1,No,Personal,0.009240380519664915,0
37,82768,506,820326,12,Self-employed,44432,7,0,No,Home,0.5368258264063406,0
41,71047,509,487100,36,Self-employed,8219,2,1,No,Home,0.11568398384168227,0
34,91626,414,984468,24,Salaried,23464,9,0,No,Education,0.25608451749503414,0
29,77660,550,828493,36,Self-employed,30232,5,1,No,Personal,0.38928663404584085,0
21,152997,518,349188,24,Salaried,42481,6,0,Yes,Auto,0.2776590390661255,0
33,137832,706,762509,36,Salaried,8488,9,0,Yes,Education,0.06158221603111034,1
24,150406,742,218616,60,Salaried,34949,0,2,Yes,Home,0.23236440035636877,0
21,145150,653,99976,60,Salaried,44362,5,0,Yes,Personal,0.30562866000688943,1
52,177087,849,475468,12,Self-employed,39932,6,0,No,Auto,0.2254936838954864,1
54,53320,441,315976,36,Self-employed,18981,5,2,Yes,Auto,0.35598274568642163,0
48,84881,800,271883,24,Self-employed,901,3,4,Yes,Home,0.010614860805127179,0
51,110827,846,261509,24,Self-employed,22444,0,4,Yes,Auto,0.20251382785783248,0
28,122215,841,546965,36,Salaried,42058,8,2,No,Auto,0.34413124411897067,0
59,177361,806,870580,24,Self-employed,18061,3,3,Yes,Personal,0.1018318570598948,0
46,154461,580,813529,60,Salaried,2881,6,0,No,Education,0.01865195745204291,0
54,176755,723,568823,24,Self-employed,29863,6,0,No,Personal,0.1689513733699188,1
23,164701,569,269526,12,Self-employed,45826,1,2,No,Education,0.2782375334697421,0
32,81550,453,948662,60,Self-employed,5622,0,2,Yes,Education,0.06893930104230533,0
